ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Engine,Power,Seats,Mileage
4934,Maruti,Dzire AMT VDI,2018,25082,Diesel,Automatic,1,1248,73.75,5,28.4
4935,Toyota,Fortuner 4x4 MT,2012,68350,Diesel,Manual,1,2982,168.5,7,12.55
4936,Audi,A6 2011-2015 35 TDI Technology,2015,50000,Diesel,Automatic,1,1968,174.33,5,17.68
4937,Honda,Jazz 1.5 V i DTEC,2015,97000,Diesel,Manual,1,1498,98.6,5,27.3
4938,Audi,Q7 4.2 TDI Quattro Technology,2015,56238,Diesel,Automatic,1,4134,335.2,7,11.33
4939,Mahindra,Scorpio 2009-2014 VLX 2WD 7S BSIV,2014,72618,Diesel,Manual,1,2179,120,7,12.05
4940,Chevrolet,Cruze LTZ,2012,62005,Diesel,Manual,1,1991,147.9,5,18.3
4941,Chevrolet,Beat Diesel LT,2012,61250,Diesel,Manual,1,936,57.6,5,25.44
4942,Audi,A4 35 TDI Premium Plus,2014,28469,Diesel,Automatic,1,1968,187.74,5,18.25
4943,Skoda,Rapid 1.6 MPI AT Style,2018,21488,Petrol,Automatic,1,1598,103.52,5,14.3
4944,Maruti,Swift Dzire VDI,2014,197000,Diesel,Manual,1,1248,74,5,23.4
4945,Toyota,Fortuner 3.0 Diesel,2009,138205,Diesel,Manual,2,2982,171,7,11.5
4946,Maruti,Swift VDI,2012,160000,Diesel,Manual,2,1248,74,5,22.9
4947,Honda,City 1.5 V MT Exclusive,2012,67590,Petrol,Manual,1,1497,118,5,17
4948,Mercedes-Benz,M-Class ML 250 CDI,2012,52000,Diesel,Automatic,1,2143,203.2,5,15.26
4949,Maruti,Swift Ldi BSIII,2008,100000,Diesel,Manual,2,1248,75,5,17.8
4950,Ford,Aspire Titanium Diesel,2017,60048,Diesel,Manual,1,1498,99,5,26.1
4951,Hyundai,i10 Sportz,2009,48000,Petrol,Manual,1,1197,78.9,5,20.36
4952,Fiat,Punto 1.4 Emotion,2010,47000,Petrol,Manual,1,,,,14.6
4953,Maruti,Alto LXi,2011,100000,Petrol,Manual,1,796,46.3,5,19.7
4954,Toyota,Etios Liva GD,2013,62601,Diesel,Manual,1,1364,,5,23.59
4955,Maruti,Swift VXI BSIV,2006,80010,Petrol,Manual,2,1197,81.8,5,20.4
4956,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,2017,26493,Diesel,Automatic,1,2143,170,5,19.27
4957,Tata,Indica V2 DLE BSIII,2011,96000,Diesel,Manual,2,1396,52.8,5,17.88
4958,Maruti,Alto 800 VXI,2014,45700,Petrol,Manual,2,796,47.3,5,22.74
4959,Skoda,Superb 2.8 V6 AT,2005,13000,Petrol,Automatic,1,2771,193.1,5,9.3
4960,Volkswagen,Polo Petrol Comfortline 1.2L,2013,38000,Petrol,Manual,1,1198,73.9,5,16.47
4961,Maruti,Dzire AMT ZXI Plus,2019,8018,Petrol,Automatic,1,1197,81.8,5,22
4962,Mahindra,Scorpio VLX,2010,144400,Diesel,Manual,3,2179,120,8,12.05
4963,Maruti,Swift Vdi BSIII,2010,152000,Diesel,Manual,1,1248,75,5,17.8
4964,BMW,3 Series 320d Prestige,2013,71000,Diesel,Automatic,1,1995,184,5,18.88
4965,Tata,Nano STD SE,2012,80000,Petrol,Manual,2,624,37.5,4,25.4
4966,Toyota,Innova 2.5 VX (Diesel) 8 Seater,2014,87143,Diesel,Manual,1,2494,100,8,12.99
4967,Honda,Brio S Option MT,2012,25000,Petrol,Manual,1,1198,86.8,5,18.4
4968,Tata,Tiago AMT 1.2 Revotron XZA,2018,2000,Petrol,Automatic,1,1199,83.83,5,23.84
4969,Mahindra,Scorpio SLE BSIV,2014,45239,Diesel,Manual,1,2179,120,8,12.05
4970,BMW,5 Series 2003-2012 525d,2011,101999,Diesel,Automatic,1,1995,218,5,16.73
4971,Toyota,Corolla Altis D-4D GL,2014,74219,Diesel,Manual,1,1364,87.2,5,21.43
4972,Honda,City i VTEC CVT VX,2016,25000,Petrol,Automatic,1,1497,117.3,5,18
4973,Hyundai,Verna CRDi 1.6 SX Option,2008,109606,Diesel,Manual,1,1582,126.2,5,22
4974,Maruti,Swift Dzire VDI Optional,2015,36000,Diesel,Manual,1,1248,74,5,26.59
4975,Maruti,Ciaz ZXi,2016,41810,Petrol,Manual,1,1373,91.1,5,20.73
4976,Ford,Ecosport 1.5 DV5 MT Titanium,2014,93321,Diesel,Manual,1,1498,89.84,5,22.7
4977,Maruti,Alto K10 2010-2014 VXI,2011,81000,Petrol,Manual,1,998,67.1,5,20.92
4978,Honda,Amaze V CVT Petrol,2019,25717,Petrol,Automatic,1,1199,88.76,5,19
4979,Mahindra,XUV500 W6 2WD,2015,37000,Diesel,Manual,1,2179,140,7,15.1
4980,Mahindra,TUV 300 2015-2019 T8,2017,56380,Diesel,Manual,1,1493,100,7,18.49
4981,Honda,Jazz VX,2017,8000,Petrol,Manual,1,1199,88.7,5,18.2
4982,Maruti,Swift VXI BSIII W/ ABS,2018,14589,Petrol,Manual,1,1298,88.2,5,16.1
4983,Volkswagen,Polo Petrol Highline 1.2L,2013,65088,Petrol,Manual,1,1198,73.9,5,16.47
4984,Hyundai,Creta 1.6 SX Option Diesel,2019,24864,Diesel,Manual,1,1582,126.2,5,20.5
4985,Chevrolet,Beat LS,2011,64831,Petrol,Manual,1,1199,79.4,5,18.6
4986,Honda,Amaze VX i-DTEC,2013,38001,Diesel,Manual,1,1498,98.6,5,25.8
4987,Mercedes-Benz,E-Class 230 E AT,2008,77000,Petrol,Automatic,2,2496,157.7,5,10
4988,BMW,5 Series 530d M Sport,2016,27000,Diesel,Automatic,1,2993,265,5,18.59
4989,Audi,A3 35 TDI Premium Plus,2016,39000,Diesel,Automatic,1,1968,143,5,20.38
4990,Maruti,Swift Dzire VDI,2015,131000,Diesel,Manual,1,1248,74,5,26.59
4991,Maruti,Swift Dzire VDI,2015,43000,Diesel,Manual,1,1248,74,5,26.59
4992,Toyota,Innova 2.5 V Diesel 7-seater,2011,68000,Diesel,Manual,2,2494,102,7,12.8
4993,BMW,X3 xDrive20d,2016,45165,Diesel,Automatic,1,1995,184,5,16.09
4994,BMW,5 Series 2003-2012 525d,2007,120000,Diesel,Automatic,1,1995,218,5,16.73
4995,Mahindra,XUV500 W8 2WD,2014,86091,Diesel,Manual,1,2179,140,7,15.1
4996,Honda,City 1.5 S MT,2009,71499,Petrol,Manual,1,1497,118,5,17
4997,Force,One LX 4x4,2014,50000,Diesel,Manual,1,2200,139.01,7,17
4998,Volkswagen,Polo 1.5 TDI Comfortline,2015,66000,Diesel,Manual,1,1498,88,5,20.14
4999,Honda,Jazz S,2010,45000,Petrol,Manual,1,1198,90,5,16
5000,Toyota,Etios Liva GD SP,2015,69189,Diesel,Manual,1,1364,67.06,5,23.59
5001,Nissan,Terrano XV Premium 110 PS,2014,40206,Diesel,Manual,1,1461,108.5,5,19.01
5002,BMW,X3 xDrive 20d xLine,2017,36723,Diesel,Automatic,1,1995,190,5,18.56
5003,Hyundai,i20 1.2 Magna,2010,57500,Petrol,Manual,1,1197,80,5,18.5
5004,Maruti,Eeco 5 STR With AC Plus HTR CNG,2018,43912,CNG,Manual,1,1196,73,5,15.1
5005,Ford,Fiesta EXi 1.4 TDCi Ltd,2011,52000,Diesel,Manual,1,1399,68,5,17.8
5006,Honda,City 1.5 V AT,2014,60952,Petrol,Automatic,1,1497,118,5,16.8
5007,Maruti,Swift VDI BSIV,2013,87192,Diesel,Manual,1,1248,74,5,25.2
5008,Hyundai,Grand i10 CRDi SportZ Edition,2014,58000,Diesel,Manual,1,1120,70,5,24
5009,Audi,Q7 45 TDI Quattro Technology,2017,59500,Diesel,Automatic,1,2967,245,7,14.75
5010,Volkswagen,Ameo 1.2 MPI Highline 16 Alloy,2016,16650,Petrol,Manual,1,1198,74,5,17
5011,Honda,City i VTEC CVT VX,2018,34696,Petrol,Automatic,1,1497,117.3,5,18
5012,Maruti,Baleno Alpha 1.3,2018,42243,Diesel,Manual,1,1248,74,5,27.39
5013,Hyundai,Grand i10 CRDi Sportz,2016,57824,Diesel,Manual,1,1120,70,5,24
5014,Maruti,Swift Dzire VDi,2011,110000,Diesel,Manual,1,1248,73.9,5,19.3
5015,Maruti,Swift 1.3 VXi,2006,63000,Petrol,Manual,1,,,,16.1
5016,Land Rover,Freelander 2 TD4 HSE,2013,72000,Diesel,Automatic,1,2179,115,5,0
5017,Toyota,Fortuner 3.0 Diesel,2013,63455,Diesel,Manual,1,2982,171,7,11.5
5018,Honda,Jazz VX Diesel,2017,17151,Diesel,Manual,1,1498,98.6,5,27.3
5019,Maruti,Vitara Brezza LDi Option,2016,31001,Diesel,Manual,1,1248,88.5,5,24.3
5020,Maruti,Swift Dzire VDI,2014,42109,Diesel,Manual,1,1248,74,5,23.4
5021,Skoda,Rapid 1.5 TDI AT Elegance,2015,55000,Diesel,Automatic,2,1498,103.52,5,21.66
5022,Land Rover,Freelander 2 TD4 SE,2013,46000,Diesel,Automatic,2,2179,115,5,0
5023,Maruti,Alto 800 LXI,2013,30852,Petrol,Manual,1,796,47.3,5,22.74
5024,Volkswagen,Polo Petrol Highline 1.2L,2011,65000,Petrol,Manual,2,1198,73.9,5,16.47
5025,Honda,City i DTEC SV,2015,65000,Diesel,Manual,1,1498,98.6,5,26
5026,Maruti,Swift Dzire LDI,2013,72000,Diesel,Manual,1,1248,74,5,23.4
5027,Audi,A4 2.0 TDI 177 Bhp Technology Edition,2014,29000,Diesel,Automatic,1,1968,174.33,5,17.11
5028,Honda,City i VTEC VX,2015,32000,Petrol,Manual,1,1497,117.3,5,17.8
5029,Ford,Figo Aspire 1.2 Ti-VCT Ambiente,2016,29875,Petrol,Manual,1,1196,86.8,5,18.16
5030,Maruti,Vitara Brezza LDi,2018,32539,Diesel,Manual,1,1248,88.5,5,24.3
5031,Renault,Duster 110PS Diesel RxL,2015,83090,Diesel,Manual,1,1461,108.45,5,19.01
5032,Hyundai,i20 Active 1.4 SX,2016,62679,Diesel,Manual,1,1396,88.73,5,21.19
5033,Mahindra,Logan Petrol 1.4 GLE,2010,93000,Petrol,Manual,1,1390,75,5,15.7
5034,Honda,City ZX GXi,2006,44000,Petrol,Manual,1,1497,78,5,17.7
5035,Ford,Figo Petrol EXI,2010,78400,Petrol,Manual,2,1196,70,5,15.6
5036,Renault,Duster Petrol RxL,2014,71300,Petrol,Manual,1,1598,102.53,5,13.06
5037,Hyundai,i10 Sportz 1.2,2015,18000,Petrol,Manual,1,1197,78.9,5,20.36
5038,Land Rover,Discovery Sport TD4 HSE 7S,2019,24013,Diesel,Automatic,1,1999,148.31,7,12.81
5039,Audi,Q5 2008-2012 2.0 TFSI Quattro,2009,99100,Petrol,Automatic,2,1984,208,5,9.74
5040,Maruti,Versa DX2 BS II,2003,62000,Petrol,Manual,2,1298,83.1,8,11.3
5041,Maruti,Swift Dzire ZDI,2017,14000,Diesel,Manual,1,1248,74,5,26.59
5042,Audi,A4 2.0 TDI Premium Sport Limited Edition,2015,44811,Diesel,Automatic,1,1968,174.33,5,17.11
5043,Volkswagen,Polo 1.2 MPI Comfortline,2014,44000,Petrol,Manual,1,1198,74,5,16.47
5044,Toyota,Fortuner 3.0 Diesel,2010,136000,Diesel,Manual,2,2982,171,7,11.5
5045,Toyota,Fortuner 3.0 Diesel,2010,144113,Diesel,Manual,2,2982,171,7,11.5
5046,Honda,Accord 2.4 MT,2012,94989,Petrol,Manual,1,2354,177.6,5,12.8
5047,Maruti,Swift ZDi,2012,58133,Diesel,Manual,1,1248,74,5,22.9
5048,Skoda,Fabia 1.2 MPI Classic,2008,61000,Petrol,Manual,2,1198,70,5,17.5
5049,Jeep,Compass 2.0 Sport,2017,27000,Diesel,Manual,1,1956,170,5,17.1
5050,Tata,Nano Twist XT,2014,18050,Petrol,Manual,2,624,37.5,4,25.4
5051,Ford,Fiesta 1.6 ZXi ABS,2007,145277,Petrol,Manual,1,1596,101,5,15.3
5052,Maruti,Celerio ZDi,2015,42000,Diesel,Manual,1,793,47,5,27.62
5053,Toyota,Fortuner 3.0 Diesel,2011,86000,Diesel,Manual,1,2982,171,7,11.5
5054,Maruti,Celerio ZDi,2015,42150,Diesel,Manual,1,793,47,5,27.62
5055,Hyundai,EON Era Plus,2015,30158,Petrol,Manual,1,814,55.2,5,21.1
5056,Ford,Fiesta Diesel Trend,2011,47000,Diesel,Manual,2,1498,90,5,23.5
5057,Volkswagen,Polo 1.2 MPI Comfortline,2013,39000,Petrol,Manual,1,1198,74,5,16.47
5058,Volkswagen,Polo 1.2 MPI Comfortline,2016,32125,Petrol,Manual,1,1199,74,5,16.2
5059,Maruti,Vitara Brezza ZDi,2017,58829,Diesel,Manual,1,1248,88.5,5,24.3
5060,Honda,Brio S MT,2013,67559,Petrol,Manual,1,1198,86.8,5,19.4
5061,Maruti,Swift Dzire VXi,2013,55000,Petrol,Manual,1,1298,85.8,5,17.5
5062,Maruti,Celerio LXI MT,2018,30000,Petrol,Manual,1,998,67.04,5,23.1
5063,Hyundai,Creta 1.6 SX Plus Petrol Automatic,2016,28000,Petrol,Automatic,1,1591,121.3,5,13
5064,Ford,Ecosport 1.5 DV5 MT Titanium,2016,31826,Diesel,Manual,1,1498,89.84,5,22.7
5065,Maruti,Swift VDI BSIV W ABS,2016,64000,Diesel,Manual,1,1248,,5,17.8
5066,Honda,CR-V RVi MT,2008,100009,Petrol,Manual,2,1997,141.1,5,13.1
5067,Land Rover,Discovery Sport SD4 HSE Luxury 7S,2019,17201,Diesel,Automatic,1,2179,187.7,7,12.51
5068,Mahindra,XUV500 W8 2WD,2014,74345,Diesel,Manual,1,2179,140,7,15.1
5069,Volkswagen,Polo 1.2 MPI Highline,2015,58134,Petrol,Manual,1,1198,74,5,16.47
5070,Hyundai,i10 Magna AT,2010,30566,Petrol,Automatic,1,1197,80,5,19.2
5071,Hyundai,i10 Magna 1.2,2012,55231,Petrol,Manual,2,1197,78.9,5,20.36
5072,Chevrolet,Cruze LTZ AT,2016,67774,Diesel,Automatic,1,1998,163.7,5,14.81
5073,Mercedes-Benz,E-Class E 200 CGI,2013,50319,Petrol,Automatic,1,1991,181.03,5,12
5074,Hyundai,Sonata 2.4 GDI,2013,45000,Petrol,Manual,1,2359,134,5,11.7
5075,Mercedes-Benz,New C-Class C 200 Kompressor Elegance AT,2007,43627,Petrol,Automatic,1,1796,186,5,11.74
5076,Volkswagen,Polo Diesel Trendline 1.2L,2013,45000,Diesel,Manual,1,1199,73.9,5,22.07
5077,Honda,City i VTEC SV,2014,10500,Petrol,Manual,1,1497,117.3,5,17.4
5078,Maruti,Vitara Brezza ZDi,2017,21789,Diesel,Manual,1,1248,88.5,5,24.3
5079,Hyundai,Elite i20 Asta Option,2019,21134,Petrol,Manual,1,1197,81.86,5,18.6
5080,Tata,New Safari Dicor EX 4X2,2011,90000,Diesel,Manual,2,2179,138.1,7,13.93
5081,Nissan,Sunny 2011-2014 Diesel XL,2014,51553,Diesel,Manual,1,1461,84.8,5,21.64
5082,BMW,3 Series 330 Ci Convertible,2011,31000,Petrol,Automatic,1,2497,215,5,10.9
5083,Toyota,Corolla 1.8 J,2011,67422,Petrol,Manual,2,1798,138,5,14.53
5084,Hyundai,Verna 1.6 SX,2015,60519,Diesel,Manual,1,1582,126.32,5,22.32
5085,Maruti,Swift Dzire VDi,2009,34000,Diesel,Manual,1,1248,73.9,5,19.3
5086,Maruti,Dzire VDI,2013,68434,Diesel,Manual,1,1248,73.75,5,28.4
5087,Maruti,Alto K10 VXI,2014,17000,Petrol,Manual,1,998,67.1,5,24.07
5088,Jaguar,XJ 5.0 L V8 Supercharged,2011,43686,Petrol,Automatic,1,5000,503,4,10.5
5089,Mercedes-Benz,New C-Class 220 CDI AT,2012,22000,Diesel,Automatic,1,2143,170,5,14.84
5090,Hyundai,Verna CRDi 1.6 SX Option,2013,79225,Diesel,Manual,1,1582,126.2,5,22
5091,Chevrolet,Aveo 1.6 LT,2007,63000,Petrol,Manual,3,1598,102,5,14.2
5092,Maruti,Swift VXI BSIV,2014,61922,Petrol,Manual,1,1197,81.8,5,20.4
5093,Hyundai,Verna 1.6 CRDi S,2015,85000,Diesel,Manual,1,1582,126.2,5,23.9
5094,Mercedes-Benz,GLC 220d Celebration Edition,2017,26192,Diesel,Automatic,1,2143,168,5,17.9
5095,Toyota,Fortuner 4x2 Manual,2013,65000,Diesel,Manual,1,2982,168.5,7,13
5096,Audi,Q5 2008-2012 2.0 TDI,2014,44999,Diesel,Automatic,1,1968,167.6,5,12.8
5097,BMW,3 Series 320d Dynamic,2008,81308,Diesel,Automatic,2,1995,170,5,13.2
5098,Maruti,Alto 800 2016-2019 LXI,2016,35000,Petrol,Manual,1,796,47.3,5,24.7
5099,Maruti,Alto K10 2010-2014 VXI,2012,65349,Petrol,Manual,1,998,67.1,5,20.92
5100,Audi,A4 1.8 TFSI Technology Edition,2012,80000,Petrol,Automatic,1,1798,167.62,5,15.64
5101,Maruti,Swift VXi BSIV,2012,61000,Petrol,Manual,1,1197,85,5,16.1
5102,Maruti,Wagon R VXI,2019,31817,Petrol,Manual,1,998,67.04,5,22.5
5103,Skoda,Rapid 1.5 TDI Ambition,2016,41000,Diesel,Manual,1,1498,103.52,5,21.14
5104,Honda,Jazz S,2010,82606,Petrol,Manual,2,1198,90,5,16
5105,Mahindra,XUV500 W10 2WD,2015,52000,Diesel,Manual,1,2179,140,7,16
5106,Maruti,Ritz VXi,2011,50318,Petrol,Manual,1,1197,85.8,5,18.5
5107,Mercedes-Benz,GLE 250d,2016,50000,Diesel,Automatic,1,2143,201.15,5,17.9
5108,Skoda,Rapid 1.6 TDI Ambition,2012,72000,Diesel,Manual,1,1598,103.5,5,20.5
5109,Hyundai,Grand i10 CRDi Magna,2015,63776,Diesel,Manual,1,1120,70,5,24
5110,Hyundai,Elite i20 Petrol Asta,2015,28133,Petrol,Manual,1,1197,81.86,5,18.6
5111,Tata,Zest Quadrajet 1.3 75PS XE,2017,45000,Diesel,Manual,1,1248,74,5,22.95
5112,Hyundai,i20 Magna 1.4 CRDi,2015,55697,Diesel,Manual,1,1396,88.73,5,22.54
5113,Skoda,Rapid 1.6 TDI Elegance,2012,62000,Diesel,Manual,2,1598,103.5,5,20.5
5114,Fiat,Linea Emotion,2011,48000,Petrol,Manual,1,1368,90,5,16
5115,Maruti,Swift VXI BSIII W/ ABS,2010,90246,Petrol,Manual,1,1298,88.2,5,16.1
5116,Tata,Indica V2 2001-2011 eLS,2015,80500,Diesel,Manual,1,1396,69,5,25
5117,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2012,119000,Diesel,Automatic,1,2143,170,5,14.84
5118,Mercedes-Benz,GLE 350d,2016,28541,Diesel,Automatic,1,2987,254.79,5,11.57
5119,Hyundai,Santro Xing XP,2008,45500,Petrol,Manual,2,1086,,5,0
5120,Honda,City V MT AVN,2012,41000,Petrol,Manual,2,1497,116.3,5,16.8
5121,Hyundai,i20 Magna,2010,58000,Petrol,Manual,2,1197,80,5,18.5
5122,Toyota,Fortuner 4x2 Manual,2015,99000,Diesel,Manual,1,2982,168.5,7,13
5123,Hyundai,Grand i10 Magna,2014,31200,Petrol,Manual,1,1197,82,5,18.9
5124,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,2009,85000,Diesel,Manual,2,1896,105,5,15
5125,Ford,EcoSport 1.5 Ti VCT AT Titanium,2016,60924,Petrol,Automatic,1,1499,110.4,5,15.63
5126,Hyundai,EON Magna Plus,2012,45000,Petrol,Manual,1,814,55.2,5,21.1
5127,Nissan,Micra XV CVT,2011,44000,Petrol,Automatic,1,1198,75.94,5,19.15
5128,Honda,Jazz 1.2 V CVT i VTEC,2016,30534,Petrol,Automatic,1,1199,88.7,5,19
5129,Volkswagen,Polo 1.2 MPI Trendline,2016,46399,Petrol,Manual,1,1198,74,5,16.47
5130,Maruti,Alto LXi,2008,42000,Petrol,Manual,1,796,46.3,5,19.7
5131,Hyundai,Verna 1.6 SX,2011,67000,Diesel,Manual,1,1582,126.32,5,22.32
5132,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde,2013,58000,Diesel,Automatic,1,2148,170,5,10
5133,Tata,Zest Revotron 1.2 XT,2015,27000,Petrol,Manual,1,1193,88.7,5,17.57
5134,Honda,Brio S Option MT,2012,39566,Petrol,Manual,2,1198,86.8,5,18.4
5135,Honda,Jazz VX Diesel,2016,14980,Diesel,Manual,1,1498,98.6,5,27.3
5136,Maruti,Alto K10 VXI AGS,2017,18491,Petrol,Automatic,1,998,67.1,5,24.07
5137,Maruti,Zen VXi - BS III,2000,90000,Petrol,Manual,2,993,60,5,17.3
5138,Hyundai,i20 Sportz 1.4 CRDi,2015,118211,Diesel,Manual,1,1396,88.73,5,22.54
5139,Maruti,SX4 S Cross DDiS 320 Zeta,2016,63316,Diesel,Manual,1,1598,118,5,22.7
5140,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,2014,42000,Diesel,Automatic,1,2143,203,5,14.21
5141,Chevrolet,Enjoy Petrol LS 7 Seater,2015,25648,Petrol,Manual,1,1399,98.82,7,13.7
5142,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,2011,67612,Diesel,Automatic,2,2143,203,5,14.21
5143,Mahindra,XUV500 W4,2016,33000,Diesel,Manual,1,2179,140,7,16
5144,Hyundai,i10 Sportz,2015,20000,Petrol,Manual,1,1197,78.9,5,20.36
5145,Hyundai,Getz 1.3 GLS,2007,143000,Petrol,Manual,2,1341,82.9,5,14.2
5146,Audi,Q7 3.0 TDI quattro,2014,118218,Diesel,Automatic,1,2967,241.4,7,12.07
5147,Mahindra,Scorpio SLE BSIV,2012,99000,Diesel,Manual,3,2179,120,8,12.05
5148,Honda,Jazz 1.2 SV i VTEC,2016,22700,Petrol,Manual,1,1199,88.7,5,18.7
5149,Tata,Safari Storme 2012-2015 EX,2017,28000,Diesel,Manual,1,2179,138.1,7,14
5150,Mahindra,XUV500 W6 2WD,2014,62000,Diesel,Manual,1,2179,140,7,15.1
5151,Volkswagen,Polo Diesel Comfortline 1.2L,2012,107023,Diesel,Manual,1,1199,73.9,5,22.07
5152,Maruti,Swift Dzire ZDi,2012,71082,Diesel,Manual,1,1248,73.9,5,19.3
5153,Audi,Q3 2.0 TDI,2013,60000,Diesel,Automatic,1,1968,174.33,5,15.73
5154,Maruti,Celerio ZXI,2014,21701,Petrol,Manual,1,998,67.04,5,23.1
5155,Honda,City V MT Exclusive,2011,56000,Petrol,Manual,1,1497,116.3,5,16.8
5156,Hyundai,i20 1.2 Spotz,2016,32450,Petrol,Manual,1,1197,81.83,5,18.6
5157,Renault,KWID RXT,2016,12500,Petrol,Manual,1,799,53.3,5,25.17
5158,Mercedes-Benz,CLA 200 CDI Sport,2019,20483,Diesel,Automatic,1,2143,136,5,17.9
5159,Ford,Ecosport 1.5 DV5 MT Titanium,2014,45800,Diesel,Manual,1,1498,89.84,5,22.7
5160,Hyundai,i20 Asta 1.2,2015,35441,Petrol,Manual,1,1197,81.83,5,18.6
5161,Toyota,Innova 2.5 ZX Diesel 7 Seater,2015,86398,Diesel,Manual,1,2494,100.6,7,12.99
5162,Nissan,Sunny 2011-2014 Diesel XL,2012,150000,Diesel,Manual,1,1461,84.8,5,21.64
5163,Maruti,Swift VDI BSIV,2014,89000,Diesel,Manual,1,1248,74,5,25.2
5164,Maruti,A-Star Vxi,2010,68375,Petrol,Manual,1,998,66.1,5,19
5165,Maruti,Swift ZXI,2013,52000,Petrol,Manual,1,1197,85.8,5,18.6
5166,Mercedes-Benz,CLA 200 CDI Sport,2017,39000,Diesel,Automatic,1,2143,136,5,17.9
5167,Maruti,Ertiga ZXI,2014,68000,Petrol,Manual,2,1373,93.7,7,16.02
5168,Maruti,Wagon R LXI,2007,71000,Petrol,Manual,2,998,67.1,5,18.9
5169,Volkswagen,Polo Diesel Trendline 1.2L,2012,72003,Diesel,Manual,1,1199,73.9,5,22.07
5170,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2014,135670,Diesel,Manual,1,1498,89.84,5,22.7
5171,Honda,City i DTEC VX,2017,65850,Diesel,Manual,1,1498,98.6,5,25.1
5172,Toyota,Corolla Altis 1.8 GL,2015,53920,Petrol,Manual,1,1798,138.03,5,14.28
5173,Mahindra,XUV500 W8 2WD,2014,58000,Diesel,Manual,1,2179,140,7,15.1
5174,Maruti,Alto 800 2016-2019 VXI,2016,4000,Petrol,Manual,1,796,47.3,5,24.7
5175,BMW,5 Series 530d M Sport,2010,58000,Diesel,Automatic,1,2993,265,5,18.59
5176,Hyundai,EON D Lite Plus,2016,29832,Petrol,Manual,1,814,55.2,5,21.1
5177,Maruti,Swift Dzire VDI,2016,71156,Diesel,Manual,1,1248,74,5,26.59
5178,Maruti,Celerio CNG VXI MT,2015,64687,CNG,Manual,1,998,58.33,5,31.79
5179,Audi,A4 2.0 TDI,2011,54000,Diesel,Automatic,1,1968,147.51,5,16.55
5180,Skoda,Superb Elegance 1.8 TSI AT,2009,75000,Petrol,Automatic,2,1798,157.75,5,13.7
5181,Tata,Zest Revotron 1.2T XM,2015,39208,Petrol,Manual,1,1193,88.7,5,17.57
5182,Force,One LX ABS 7 Seating,2014,41000,Diesel,Manual,1,2149,139.07,7,17
5183,Honda,City i-VTEC VX,2013,38622,Petrol,Manual,1,1497,117.3,5,17.4
5184,Nissan,Sunny 2011-2014 XV,2016,18000,Petrol,Manual,1,1498,97.7,5,16.95
5185,Maruti,Swift 1.3 LXI,2012,52000,Petrol,Manual,1,,,,16.1
5186,Volkswagen,Vento Petrol Highline AT,2011,45000,Petrol,Automatic,1,1598,103.6,5,14.4
5187,Hyundai,Verna 1.6 SX VTVT AT,2014,48656,Petrol,Automatic,1,1591,121.3,5,15.74
5188,Hyundai,Verna CRDi 1.6 AT SX Plus,2012,79000,Diesel,Automatic,1,1582,126.2,5,22
5189,Audi,A4 2.0 TDI Multitronic,2012,88000,Diesel,Automatic,1,1968,140,5,16.55
5190,Maruti,SX4 Vxi BSIV,2009,92000,Petrol,Manual,1,1586,103.3,5,15.5
5191,Ford,Endeavour 2.2 Titanium AT 4X2,2019,9000,Diesel,Automatic,1,2198,158,7,12.62
5192,Maruti,Swift LXI BSIV,2008,50121,Petrol,Manual,1,1197,83.11,5,20.4
5193,Hyundai,Grand i10 CRDi Magna,2014,79000,Diesel,Manual,1,1120,70,5,24
5194,Volkswagen,Polo 1.5 TDI Highline,2014,46000,Diesel,Manual,2,1498,88.8,5,20.14
5195,Mercedes-Benz,E-Class 230,2012,100000,Petrol,Automatic,1,2496,157.7,5,10
5196,Hyundai,i20 Asta 1.2,2015,41000,Petrol,Manual,1,1197,81.83,5,18.6
5197,Maruti,Alto K10 VXI AGS,2015,25000,Petrol,Automatic,1,998,67.1,5,24.07
5198,Maruti,Ertiga VDI,2014,71899,Diesel,Manual,1,1248,88.76,7,20.77
5199,Maruti,Celerio VXI AT,2016,7100,Petrol,Automatic,1,998,67.04,5,23.1
5200,Renault,KWID Climber 1.0 AMT,2018,38171,Petrol,Automatic,2,999,67,5,22.5
5201,Mahindra,Scorpio SLE BSIV,2013,70359,Diesel,Manual,1,2179,120,8,12.05
5202,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,200000,Diesel,Manual,1,2494,102,7,12.8
5203,Volkswagen,Polo Diesel Highline 1.2L,2017,26969,Diesel,Manual,1,1199,73.9,5,22.07
5204,Ford,Figo Diesel ZXI,2011,56500,Diesel,Manual,1,1399,68,5,20
5205,Nissan,Terrano XL Plus 85 PS,2014,40000,Diesel,Manual,1,1461,83.8,5,20.45
5206,Force,One LX 4x4,2014,41000,Diesel,Manual,1,2200,139.01,7,17
